35,technician,single,unknown,no,726,yes,no,cellular,5,may,163,1,-1,0,unknown,no
42,management,married,tertiary,no,478,no,yes,cellular,8,jul,165,1,-1,0,unknown,no
45,admin.,divorced,tertiary,no,1506,no,no,cellular,28,jul,365,4,-1,0,unknown,yes
52,services,married,secondary,no,820,yes,no,cellular,2,feb,135,2,-1,0,unknown,no
29,technician,divorced,secondary,no,124,no,no,unknown,27,may,125,1,-1,0,unknown,no
35,admin.,single,secondary,no,2452,yes,no,unknown,5,jun,91,2,-1,0,unknown,no
64,retired,married,secondary,no,4787,no,no,cellular,28,apr,392,1,182,1,success,yes
44,management,married,tertiary,no,284,yes,yes,cellular,10,jul,109,5,-1,0,unknown,no
34,admin.,married,tertiary,no,69,no,yes,cellular,3,aug,263,3,251,3,success,yes
28,management,married,secondary,no,292,yes,no,unknown,28,may,507,1,-1,0,unknown,yes
48,management,married,tertiary,no,1741,yes,yes,telephone,18,nov,40,1,-1,0,unknown,no
48,management,divorced,tertiary,no,313,no,no,cellular,8,may,208,1,-1,0,unknown,no
47,technician,married,secondary,no,1571,yes,no,cellular,11,may,261,1,369,2,failure,no
22,student,single,secondary,no,216,no,no,cellular,8,feb,363,1,187,1,success,yes
26,technician,single,secondary,no,181,no,no,cellular,20,apr,158,2,-1,0,unknown,yes
38,services,married,secondary,no,1313,no,no,unknown,17,jun,33,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,338,yes,no,unknown,14,may,87,1,-1,0,unknown,no
41,blue-collar,married,primary,no,686,yes,no,cellular,21,nov,888,3,-1,0,unknown,no
52,blue-collar,married,primary,no,117,no,yes,cellular,24,jul,164,2,-1,0,unknown,no
29,management,single,tertiary,no,119,yes,no,unknown,28,may,136,2,-1,0,unknown,no
50,management,married,tertiary,no,3463,no,yes,cellular,28,oct,96,1,-1,0,unknown,yes
29,admin.,single,secondary,no,27,yes,no,cellular,6,may,754,1,-1,0,unknown,yes
48,blue-collar,single,primary,no,316,no,no,unknown,5,jun,560,2,-1,0,unknown,no
34,technician,married,unknown,no,4053,yes,no,unknown,23,may,123,2,-1,0,unknown,no
29,management,single,tertiary,no,637,yes,no,cellular,3,jun,340,1,119,1,failure,yes
75,retired,divorced,primary,no,3881,yes,no,cellular,4,feb,136,3,-1,0,unknown,yes
52,services,married,secondary,no,659,no,no,cellular,27,oct,113,1,-1,0,unknown,yes
40,entrepreneur,single,secondary,no,5,no,yes,cellular,15,jul,117,3,-1,0,unknown,no
50,entrepreneur,married,secondary,no,2731,no,no,cellular,8,aug,111,2,-1,0,unknown,no
40,management,married,tertiary,no,4539,no,no,cellular,13,jul,256,3,439,1,failure,yes
34,blue-collar,single,secondary,no,341,yes,no,unknown,8,may,195,1,-1,0,unknown,no
41,unemployed,married,tertiary,no,0,no,no,cellular,29,apr,882,1,181,3,success,yes
26,management,single,tertiary,no,114,yes,no,cellular,7,may,457,1,-1,0,unknown,yes
25,blue-collar,single,secondary,no,303,no,no,cellular,18,jun,252,1,92,1,success,yes
31,management,single,tertiary,no,0,no,no,cellular,25,aug,101,6,-1,0,unknown,no
53,services,married,primary,no,8918,yes,no,telephone,23,jul,173,2,-1,0,unknown,no
39,unemployed,divorced,secondary,no,265,yes,no,unknown,27,may,93,1,555,2,other,yes
60,blue-collar,married,secondary,no,19447,yes,no,telephone,9,jul,196,1,-1,0,unknown,no
33,technician,divorced,secondary,no,370,yes,no,cellular,11,aug,145,4,-1,0,unknown,no
31,admin.,single,secondary,no,190,no,no,cellular,30,apr,514,1,-1,0,unknown,yes
38,management,married,tertiary,no,613,no,no,cellular,3,feb,239,1,-1,0,unknown,yes
49,admin.,single,secondary,no,7426,no,no,telephone,20,nov,65,2,-1,0,unknown,no
37,blue-collar,married,unknown,no,622,yes,no,cellular,11,may,175,1,-1,0,unknown,no
36,blue-collar,married,primary,no,-20,yes,no,unknown,7,may,353,3,-1,0,unknown,no
63,blue-collar,married,secondary,no,180,no,no,cellular,15,jul,390,2,182,5,success,yes
36,technician,divorced,secondary,no,3296,yes,no,cellular,17,nov,130,1,-1,0,unknown,no
48,admin.,married,secondary,no,156,no,no,cellular,4,aug,291,1,-1,0,unknown,yes
39,management,married,tertiary,no,0,no,no,cellular,29,aug,94,2,-1,0,unknown,no
54,retired,married,secondary,no,522,no,yes,cellular,14,jul,81,3,-1,0,unknown,no
31,technician,single,tertiary,no,985,yes,no,cellular,17,apr,997,1,57,2,failure,yes
30,management,single,secondary,no,186,yes,no,cellular,20,nov,235,3,-1,0,unknown,no
48,technician,married,secondary,yes,0,no,no,unknown,30,may,682,1,-1,0,unknown,yes
59,retired,married,secondary,no,2467,no,no,cellular,20,nov,972,2,-1,0,unknown,no
82,retired,married,secondary,no,276,no,no,telephone,17,aug,199,1,-1,0,unknown,yes
34,management,married,tertiary,no,160,yes,yes,cellular,15,jul,130,1,-1,0,unknown,no
49,unknown,married,primary,no,341,yes,yes,unknown,15,may,520,2,-1,0,unknown,yes
30,services,single,secondary,no,438,yes,no,cellular,18,may,98,1,178,1,failure,no
31,services,single,secondary,no,85,no,no,cellular,16,jul,151,1,-1,0,unknown,no
30,admin.,single,secondary,no,28,no,no,unknown,20,aug,107,1,-1,0,unknown,no
35,management,married,tertiary,no,0,yes,no,cellular,11,feb,391,2,92,5,success,yes
47,technician,divorced,secondary,no,440,no,no,cellular,29,jan,147,1,-1,0,unknown,no
59,housemaid,married,secondary,no,454,no,no,cellular,21,aug,162,1,-1,0,unknown,no
28,management,single,tertiary,no,502,no,no,cellular,16,jun,136,2,-1,0,unknown,yes
77,retired,single,primary,no,300,no,no,cellular,9,sep,511,1,-1,0,unknown,no
28,technician,single,secondary,no,6551,no,no,cellular,26,may,362,1,77,1,failure,no
34,blue-collar,married,unknown,no,391,yes,yes,unknown,23,may,34,2,-1,0,unknown,no
39,self-employed,married,tertiary,no,2630,no,no,unknown,12,jun,651,5,-1,0,unknown,yes
31,technician,single,secondary,no,147,yes,no,unknown,7,may,374,1,-1,0,unknown,no
33,management,single,tertiary,no,349,no,no,cellular,22,aug,182,1,-1,0,unknown,no
55,management,divorced,tertiary,no,2383,no,no,cellular,3,jun,591,2,-1,0,unknown,yes
32,management,single,tertiary,no,718,yes,no,cellular,29,dec,155,1,197,1,success,yes
43,admin.,single,secondary,no,386,no,no,cellular,12,oct,242,1,92,4,success,no
39,blue-collar,married,secondary,no,1403,no,no,cellular,11,may,214,8,326,2,failure,no
33,technician,married,secondary,no,-616,yes,yes,unknown,27,may,320,1,-1,0,unknown,no
38,technician,single,secondary,no,1711,no,no,telephone,30,sep,234,1,-1,0,unknown,yes
34,services,married,secondary,no,24,yes,no,unknown,28,may,124,1,-1,0,unknown,no
53,blue-collar,married,unknown,no,2509,no,no,telephone,22,may,231,2,-1,0,unknown,yes
31,management,single,tertiary,no,37,no,no,cellular,8,aug,669,2,-1,0,unknown,yes
59,management,married,tertiary,no,3342,no,no,cellular,18,mar,467,2,188,6,other,yes
38,blue-collar,married,secondary,no,376,yes,no,unknown,7,may,1521,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,3027,yes,no,cellular,24,apr,160,1,-1,0,unknown,yes
44,self-employed,married,unknown,no,163,yes,no,cellular,4,may,364,3,-1,0,unknown,yes
31,technician,single,tertiary,yes,24,no,no,cellular,21,aug,246,2,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,jul,1096,4,-1,0,unknown,yes
37,management,married,tertiary,no,165,no,no,cellular,24,aug,315,1,83,1,other,no
48,technician,single,secondary,no,-92,yes,no,cellular,3,feb,1393,1,-1,0,unknown,yes
29,management,single,tertiary,no,1218,no,no,cellular,30,jan,258,2,-1,0,unknown,no
56,blue-collar,married,secondary,no,1521,yes,yes,cellular,21,nov,19,2,179,3,other,no
32,blue-collar,married,primary,no,1504,yes,no,cellular,17,apr,131,2,-1,0,unknown,no
26,blue-collar,married,secondary,no,-11,yes,yes,cellular,17,jul,1150,3,-1,0,unknown,yes
34,management,married,tertiary,no,676,no,no,telephone,11,nov,486,1,-1,0,unknown,yes
51,admin.,married,primary,no,658,yes,no,unknown,14,may,369,1,-1,0,unknown,no
55,retired,divorced,tertiary,no,0,no,no,cellular,18,may,616,1,370,1,success,yes
41,management,married,secondary,no,3096,yes,no,cellular,24,jul,273,6,-1,0,unknown,no
45,blue-collar,married,secondary,no,105,yes,yes,unknown,13,may,119,1,-1,0,unknown,no
45,blue-collar,married,primary,no,2433,no,no,cellular,6,aug,133,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,4963,yes,no,cellular,14,may,456,1,300,1,failure,yes
52,management,married,primary,no,0,no,no,unknown,5,jun,85,3,-1,0,unknown,no
49,blue-collar,married,secondary,no,30,yes,no,unknown,5,may,135,4,-1,0,unknown,no
42,management,married,tertiary,no,1275,yes,yes,cellular,21,nov,925,5,-1,0,unknown,yes
46,self-employed,married,secondary,no,567,no,no,cellular,18,jul,142,10,-1,0,unknown,no
20,student,single,secondary,no,215,no,no,cellular,24,nov,325,1,95,5,success,yes
27,student,single,tertiary,no,3733,yes,no,telephone,13,feb,299,6,-1,0,unknown,yes
47,services,married,secondary,no,-150,no,no,cellular,14,aug,52,4,-1,0,unknown,no
45,admin.,married,secondary,no,0,yes,no,cellular,18,nov,108,5,-1,0,unknown,no
35,entrepreneur,single,tertiary,no,1800,yes,no,unknown,5,jun,53,1,-1,0,unknown,no
48,blue-collar,married,primary,no,134,yes,no,unknown,28,may,315,2,-1,0,unknown,no
59,management,divorced,tertiary,no,893,yes,no,cellular,16,apr,206,4,-1,0,unknown,no
43,blue-collar,married,secondary,no,953,yes,no,cellular,4,feb,765,2,-1,0,unknown,yes
33,blue-collar,married,secondary,no,379,yes,yes,cellular,16,jun,263,2,-1,0,unknown,yes
50,management,married,unknown,no,8345,no,no,cellular,27,feb,194,1,261,1,failure,yes
39,entrepreneur,married,secondary,no,283,yes,no,unknown,26,may,126,2,-1,0,unknown,no
29,technician,married,secondary,no,95,no,yes,cellular,3,feb,172,3,-1,0,unknown,yes
55,retired,married,secondary,no,0,no,no,cellular,4,aug,1110,1,-1,0,unknown,yes
43,management,divorced,unknown,no,7702,no,no,cellular,1,sep,108,7,102,3,success,no
34,technician,married,secondary,no,563,yes,yes,cellular,29,aug,32,15,-1,0,unknown,no
46,management,married,tertiary,no,1906,no,no,cellular,28,aug,44,6,-1,0,unknown,no
58,retired,married,primary,no,5092,no,no,unknown,11,jun,199,6,-1,0,unknown,no
51,unemployed,married,tertiary,no,1801,no,no,cellular,16,apr,838,3,-1,0,unknown,yes
55,blue-collar,married,primary,no,3297,yes,yes,telephone,30,apr,96,1,-1,0,unknown,no
38,admin.,married,secondary,no,1839,no,no,unknown,23,may,63,2,-1,0,unknown,no
33,unemployed,single,tertiary,no,4874,no,no,telephone,22,feb,363,2,-1,0,unknown,no
58,retired,married,primary,no,282,yes,no,cellular,28,jul,40,4,-1,0,unknown,no
40,technician,divorced,tertiary,no,1871,yes,no,cellular,17,nov,64,1,-1,0,unknown,no
61,retired,married,tertiary,no,1257,no,no,cellular,10,feb,503,1,-1,0,unknown,yes
29,management,single,unknown,no,560,no,no,cellular,5,apr,459,1,307,1,failure,yes
30,technician,married,tertiary,no,141,no,no,cellular,29,jan,166,2,-1,0,unknown,no
41,technician,single,unknown,no,5372,yes,no,cellular,13,jan,248,3,-1,0,unknown,yes
52,management,married,tertiary,no,576,no,no,cellular,18,aug,762,3,-1,0,unknown,yes
30,technician,single,tertiary,no,0,yes,no,cellular,5,jul,140,1,424,8,success,yes
58,admin.,divorced,secondary,no,3337,yes,no,telephone,8,oct,369,2,690,3,failure,yes
61,retired,married,tertiary,no,32685,no,no,cellular,2,mar,1447,2,-1,0,unknown,yes
32,admin.,married,secondary,no,366,no,no,cellular,14,jan,366,2,-1,0,unknown,yes
50,admin.,single,secondary,no,167,no,yes,cellular,28,jul,201,3,-1,0,unknown,no
56,management,married,primary,no,21,no,no,cellular,7,jul,118,1,-1,0,unknown,no
38,entrepreneur,single,secondary,no,2543,no,no,cellular,11,nov,357,3,93,5,success,yes
32,blue-collar,divorced,secondary,no,880,yes,yes,unknown,4,jun,112,1,-1,0,unknown,no
32,technician,single,tertiary,no,392,yes,no,cellular,21,nov,148,2,-1,0,unknown,no
75,retired,married,primary,no,2970,no,no,cellular,12,aug,641,1,-1,0,unknown,yes
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,jan,164,4,92,4,success,yes
57,retired,married,primary,no,1623,yes,yes,cellular,18,jul,246,1,-1,0,unknown,no
61,retired,married,secondary,no,89,no,no,cellular,28,oct,154,1,181,2,failure,no
28,blue-collar,single,secondary,no,-127,yes,no,cellular,4,jul,1044,3,-1,0,unknown,yes
31,services,married,secondary,no,0,yes,no,cellular,29,jan,224,2,-1,0,unknown,no
33,admin.,single,tertiary,no,146,no,no,cellular,23,jul,351,3,-1,0,unknown,yes
44,services,divorced,secondary,no,-389,yes,yes,unknown,5,jun,52,1,-1,0,unknown,no
62,management,married,tertiary,no,997,no,no,cellular,22,apr,554,1,304,2,success,yes
29,technician,single,tertiary,no,2325,no,no,cellular,2,feb,125,1,-1,0,unknown,yes
32,admin.,divorced,secondary,no,-273,yes,no,cellular,5,may,64,1,-1,0,unknown,no
63,admin.,married,secondary,no,0,yes,no,cellular,31,aug,253,5,-1,0,unknown,yes
49,services,married,secondary,no,2416,yes,no,cellular,16,apr,1366,1,-1,0,unknown,yes
32,blue-collar,single,secondary,no,2093,no,no,cellular,24,sep,224,2,444,1,failure,yes
40,services,single,secondary,no,1547,yes,no,cellular,20,nov,405,1,-1,0,unknown,yes
27,self-employed,married,tertiary,no,10005,yes,no,cellular,14,apr,163,3,271,2,failure,no
45,services,married,primary,no,7811,no,no,unknown,16,jun,143,2,-1,0,unknown,no
56,retired,married,primary,no,9367,no,no,telephone,13,nov,271,2,92,4,success,yes
33,blue-collar,single,secondary,no,498,no,no,cellular,30,apr,301,1,-1,0,unknown,yes
54,technician,married,secondary,no,0,no,no,telephone,14,aug,159,2,106,6,success,no
50,services,married,secondary,no,1134,no,no,unknown,18,jun,53,2,-1,0,unknown,no
28,services,single,tertiary,no,128,no,no,cellular,27,may,460,1,414,1,failure,yes
27,student,single,secondary,no,6036,no,no,cellular,31,mar,175,1,181,1,failure,yes
40,blue-collar,married,secondary,no,1451,no,no,cellular,30,sep,117,1,121,1,success,yes
40,blue-collar,married,primary,no,-66,yes,no,unknown,6,may,288,1,-1,0,unknown,no
58,blue-collar,married,primary,no,5188,yes,no,cellular,25,aug,606,6,-1,0,unknown,yes
75,retired,married,tertiary,no,2991,no,no,cellular,22,apr,240,1,-1,0,unknown,yes
29,admin.,single,secondary,no,163,yes,yes,unknown,16,may,803,1,-1,0,unknown,yes
40,management,married,tertiary,no,66,no,no,cellular,13,aug,737,4,-1,0,unknown,yes
26,admin.,single,primary,no,-122,yes,no,unknown,23,jun,670,3,-1,0,unknown,yes
43,unemployed,divorced,secondary,no,0,yes,no,cellular,24,jul,229,2,-1,0,unknown,no
50,blue-collar,married,primary,no,9301,yes,no,cellular,7,jul,136,4,-1,0,unknown,no
80,retired,married,primary,no,1021,no,no,telephone,26,feb,37,1,-1,0,unknown,no
37,management,married,tertiary,no,2987,yes,no,cellular,15,feb,93,1,91,9,failure,yes
48,technician,married,secondary,no,568,yes,no,cellular,2,sep,378,2,386,1,success,yes
23,technician,single,secondary,no,356,yes,no,cellular,18,may,224,2,356,2,failure,no
34,management,married,tertiary,no,2287,yes,no,unknown,26,may,895,4,-1,0,unknown,yes
45,technician,married,secondary,no,6993,yes,no,cellular,20,nov,283,1,-1,0,unknown,yes
27,technician,single,tertiary,no,1075,no,no,cellular,2,mar,658,1,-1,0,unknown,yes
51,blue-collar,married,secondary,no,518,yes,no,cellular,12,may,918,1,-1,0,unknown,yes
51,management,married,tertiary,no,4917,no,no,cellular,23,apr,113,1,-1,0,unknown,yes
47,admin.,married,secondary,no,3434,yes,yes,telephone,9,jul,337,1,-1,0,unknown,no
33,management,single,tertiary,no,935,no,no,cellular,9,feb,385,2,92,8,success,yes
36,technician,married,tertiary,no,521,no,no,cellular,20,oct,347,3,-1,0,unknown,yes
50,admin.,divorced,secondary,no,363,yes,no,unknown,16,may,1340,1,-1,0,unknown,yes
34,technician,married,tertiary,no,932,yes,no,cellular,4,jun,218,1,-1,0,unknown,no
29,student,single,secondary,no,459,no,no,cellular,15,dec,279,3,189,19,other,yes
40,blue-collar,married,primary,no,0,yes,no,cellular,21,jul,1080,4,-1,0,unknown,yes
34,blue-collar,single,secondary,no,79,no,yes,cellular,20,nov,104,1,-1,0,unknown,no
59,management,married,tertiary,no,2764,no,no,cellular,18,feb,459,1,56,3,failure,no
44,unemployed,married,secondary,no,0,yes,no,cellular,2,feb,699,1,272,1,failure,yes
69,technician,married,secondary,no,9064,no,no,cellular,7,aug,714,1,-1,0,unknown,yes
32,technician,single,unknown,no,491,no,no,cellular,8,oct,251,2,91,7,success,yes
34,management,married,tertiary,no,2374,yes,yes,cellular,18,jun,270,2,314,2,failure,yes
30,student,single,secondary,no,1681,no,no,cellular,23,mar,128,1,106,2,success,yes
43,management,married,tertiary,no,1336,yes,yes,cellular,27,may,82,2,309,1,failure,no
43,blue-collar,married,primary,no,250,yes,no,cellular,12,may,144,5,342,16,failure,no
33,management,married,tertiary,no,307,no,no,unknown,16,may,806,4,-1,0,unknown,no
32,management,single,tertiary,no,520,no,no,cellular,3,feb,443,2,-1,0,unknown,yes
55,management,divorced,tertiary,no,8044,yes,no,cellular,11,may,175,5,333,19,other,no
73,retired,married,primary,no,796,no,no,cellular,23,apr,888,1,182,3,success,yes
37,admin.,single,secondary,no,796,yes,no,telephone,29,jan,143,3,-1,0,unknown,no
45,blue-collar,married,primary,no,61,no,no,cellular,17,apr,108,1,-1,0,unknown,no
57,self-employed,married,secondary,no,2109,no,no,cellular,21,aug,107,6,-1,0,unknown,no
34,self-employed,married,tertiary,no,2427,no,no,telephone,11,aug,90,3,70,3,failure,no
39,management,married,tertiary,no,1241,yes,no,cellular,5,jun,138,2,-1,0,unknown,no
26,blue-collar,married,secondary,no,895,yes,no,cellular,4,feb,820,3,-1,0,unknown,no
37,services,married,secondary,no,1543,yes,no,cellular,16,feb,138,2,-1,0,unknown,yes
25,services,single,secondary,no,895,yes,no,unknown,3,jun,167,1,-1,0,unknown,no
48,blue-collar,married,primary,no,363,yes,no,unknown,18,jun,257,6,-1,0,unknown,no
48,blue-collar,married,primary,no,343,no,no,unknown,19,jun,136,1,-1,0,unknown,no
39,management,married,tertiary,no,309,no,no,cellular,26,aug,94,14,-1,0,unknown,no
54,blue-collar,married,primary,no,2440,no,yes,cellular,17,nov,334,1,-1,0,unknown,no
34,blue-collar,divorced,secondary,no,1780,yes,no,unknown,2,jun,187,9,-1,0,unknown,no
38,technician,single,tertiary,no,110,no,no,unknown,17,jun,1051,3,-1,0,unknown,yes
40,housemaid,married,secondary,no,84,yes,yes,unknown,12,jun,230,7,-1,0,unknown,no
36,self-employed,married,secondary,no,1184,yes,no,cellular,6,apr,1063,1,-1,0,unknown,yes
31,services,married,secondary,no,1167,yes,yes,cellular,20,nov,279,1,-1,0,unknown,no
40,blue-collar,married,primary,no,104,yes,no,unknown,26,may,470,2,-1,0,unknown,no
33,technician,single,secondary,no,177,yes,no,unknown,23,may,293,1,-1,0,unknown,no
26,student,single,secondary,no,864,yes,no,cellular,15,may,659,1,-1,0,unknown,yes
39,management,married,primary,no,0,no,no,unknown,11,jun,308,7,-1,0,unknown,no
67,retired,divorced,secondary,no,704,no,no,cellular,8,feb,186,2,97,1,success,yes
72,retired,married,primary,no,2304,no,no,telephone,5,may,510,4,-1,0,unknown,yes
31,admin.,single,secondary,no,387,yes,no,cellular,13,may,228,2,370,1,failure,no
56,technician,married,tertiary,no,1062,no,no,unknown,20,jun,37,2,-1,0,unknown,no
34,admin.,single,secondary,no,296,no,no,cellular,20,nov,68,1,136,4,failure,no
31,management,single,tertiary,no,5691,yes,no,cellular,21,nov,37,2,123,1,failure,no
55,blue-collar,married,primary,no,512,no,no,cellular,5,aug,1200,2,-1,0,unknown,yes
34,technician,single,secondary,no,666,no,no,cellular,21,aug,1503,2,-1,0,unknown,yes
44,admin.,married,secondary,no,205,no,no,cellular,3,nov,289,1,-1,0,unknown,yes
36,admin.,married,secondary,no,162,yes,yes,cellular,20,apr,340,2,-1,0,unknown,no
31,technician,single,secondary,no,205,yes,no,unknown,3,jun,342,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,249,yes,no,cellular,29,jan,235,3,262,5,failure,no
66,retired,married,primary,no,3629,no,no,cellular,2,feb,474,1,172,2,other,yes
42,management,single,tertiary,no,0,yes,yes,unknown,5,may,562,2,-1,0,unknown,yes
28,technician,single,tertiary,no,4513,yes,no,unknown,27,may,167,3,-1,0,unknown,no
54,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,241,1,-1,0,unknown,yes
42,self-employed,married,secondary,no,240,yes,no,cellular,4,feb,183,1,189,16,other,no
33,blue-collar,divorced,primary,no,390,yes,no,unknown,9,may,665,2,-1,0,unknown,yes
52,blue-collar,divorced,primary,no,2800,no,no,unknown,19,jun,149,1,-1,0,unknown,no
50,admin.,married,secondary,no,715,no,no,cellular,28,aug,131,13,-1,0,unknown,no
50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,2,-1,0,unknown,no
46,admin.,divorced,secondary,no,2087,no,no,cellular,20,nov,768,3,-1,0,unknown,yes
39,technician,single,secondary,no,1435,no,no,cellular,17,jun,383,1,296,19,other,yes
73,retired,married,primary,no,934,no,no,cellular,14,sep,961,5,-1,0,unknown,yes
41,management,married,tertiary,no,3872,no,no,cellular,15,oct,231,1,-1,0,unknown,no
33,management,married,tertiary,no,808,yes,no,cellular,19,aug,12,16,-1,0,unknown,no
34,blue-collar,single,secondary,no,2764,yes,no,cellular,13,may,158,1,357,1,failure,no
54,technician,divorced,secondary,no,83,yes,no,unknown,6,may,190,3,-1,0,unknown,no
50,technician,married,secondary,no,156,no,yes,cellular,14,jul,1130,3,-1,0,unknown,yes
37,management,married,tertiary,no,347,yes,no,cellular,22,jul,282,1,-1,0,unknown,no
28,technician,single,secondary,no,3,no,no,telephone,18,may,40,8,349,6,failure,no
38,housemaid,married,primary,no,3918,no,no,cellular,27,aug,101,3,-1,0,unknown,no
73,retired,married,primary,no,796,no,no,cellular,23,oct,427,1,182,2,failure,yes
36,blue-collar,married,secondary,no,0,no,no,cellular,4,feb,235,1,244,1,failure,no
53,admin.,married,secondary,no,1796,no,no,telephone,15,dec,476,1,193,1,failure,yes
52,housemaid,married,secondary,no,234,no,no,cellular,20,nov,208,1,-1,0,unknown,no
32,student,single,tertiary,no,922,no,no,cellular,18,oct,338,2,-1,0,unknown,no
69,retired,married,secondary,no,0,no,no,cellular,25,aug,412,2,-1,0,unknown,yes
53,retired,married,secondary,no,1296,yes,no,unknown,17,jun,115,1,-1,0,unknown,no
33,management,married,secondary,no,369,no,no,cellular,11,feb,446,1,-1,0,unknown,yes
46,technician,single,secondary,no,5862,no,no,cellular,1,jun,84,1,-1,0,unknown,yes
28,admin.,single,secondary,no,1076,yes,no,unknown,2,jun,537,5,-1,0,unknown,no
53,management,married,tertiary,no,800,no,no,cellular,18,nov,90,1,-1,0,unknown,no
37,unemployed,single,tertiary,no,1291,no,no,cellular,5,aug,150,1,97,2,success,yes
34,admin.,divorced,primary,no,9569,yes,no,unknown,9,may,43,2,-1,0,unknown,no
46,management,divorced,tertiary,no,558,no,no,cellular,6,jul,319,1,-1,0,unknown,yes
37,management,single,tertiary,no,3141,no,no,cellular,4,may,384,2,-1,0,unknown,yes
37,services,married,secondary,no,4017,no,no,cellular,30,apr,665,2,196,1,success,yes
43,management,married,tertiary,no,0,yes,no,cellular,21,jul,474,1,-1,0,unknown,no
35,management,married,tertiary,no,2161,no,no,cellular,9,sep,569,3,-1,0,unknown,yes
32,blue-collar,single,secondary,no,799,no,yes,cellular,23,jul,2078,6,-1,0,unknown,yes
35,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,543,1,-1,0,unknown,yes
55,technician,married,secondary,no,0,yes,yes,cellular,2,mar,116,1,-1,0,unknown,yes
22,student,single,secondary,no,0,no,no,cellular,6,feb,229,6,-1,0,unknown,yes
38,technician,married,secondary,no,318,no,no,cellular,4,feb,383,1,181,5,failure,yes
36,technician,married,secondary,no,22,no,no,unknown,6,jun,464,1,-1,0,unknown,no
35,management,single,tertiary,no,1756,no,no,cellular,20,aug,195,1,-1,0,unknown,yes
59,entrepreneur,married,secondary,no,496,no,no,cellular,22,oct,738,3,183,1,success,yes
48,housemaid,single,primary,no,46,no,no,cellular,4,aug,118,1,1,3,success,yes
49,management,married,tertiary,no,342,no,no,cellular,30,jan,433,2,228,1,failure,no
41,technician,married,secondary,no,871,yes,no,unknown,6,may,145,1,-1,0,unknown,no
83,retired,divorced,primary,no,4565,no,no,cellular,13,sep,175,2,-1,0,unknown,no
62,blue-collar,married,secondary,no,272,no,no,cellular,11,aug,146,1,286,2,failure,yes
44,blue-collar,single,primary,no,-234,yes,yes,cellular,15,may,71,3,347,1,failure,no
48,housemaid,single,secondary,no,1042,no,no,telephone,18,nov,129,2,-1,0,unknown,no
31,blue-collar,married,primary,no,1127,yes,no,telephone,13,may,43,1,349,1,failure,no
34,technician,married,tertiary,no,149,no,no,cellular,22,aug,739,2,-1,0,unknown,yes
58,services,married,secondary,no,12180,no,no,unknown,16,jun,121,5,-1,0,unknown,no
25,services,single,secondary,no,505,no,no,cellular,15,jun,284,1,-1,0,unknown,yes
30,student,single,secondary,no,1681,no,no,cellular,7,dec,329,2,-1,0,unknown,yes
31,services,single,secondary,no,629,yes,no,unknown,21,may,369,2,-1,0,unknown,no
